user_id,event_date,event_type,channel,region
744,2024-02-19,session,Organic,NA
744,2024-02-27,session,Organic,NA
745,2024-02-16,activate,Ads,NA
745,2024-02-15,session,Ads,NA
745,2024-02-18,session,Ads,NA
745,2024-03-01,session,Ads,NA
745,2024-03-02,session,Ads,NA
745,2024-03-04,session,Ads,NA
745,2024-03-06,session,Ads,NA
745,2024-03-11,session,Ads,NA
745,2024-03-12,session,Ads,NA
745,2024-03-14,session,Ads,NA
746,2024-01-22,activate,Ads,NA
746,2024-01-20,session,Ads,NA
746,2024-01-21,session,Ads,NA
746,2024-01-22,session,Ads,NA
746,2024-01-24,session,Ads,NA
746,2024-01-26,session,Ads,NA
746,2024-02-02,session,Ads,NA
746,2024-02-10,session,Ads,NA
746,2024-02-11,session,Ads,NA
746,2024-02-12,session,Ads,NA
746,2024-02-15,session,Ads,NA
747,2024-02-03,session,Ads,APAC
747,2024-02-05,session,Ads,APAC
747,2024-02-07,session,Ads,APAC
747,2024-02-08,session,Ads,APAC
747,2024-02-10,session,Ads,APAC
747,2024-02-12,session,Ads,APAC
747,2024-03-02,session,Ads,APAC
748,2024-02-19,session,Ads,LATAM
748,2024-02-21,session,Ads,LATAM
748,2024-02-22,session,Ads,LATAM
748,2024-02-27,session,Ads,LATAM
748,2024-02-28,session,Ads,LATAM
748,2024-03-03,session,Ads,LATAM
748,2024-03-06,session,Ads,LATAM
749,2024-03-02,activate,Organic,LATAM
749,2024-03-06,session,Organic,LATAM
749,2024-03-15,session,Organic,LATAM
749,2024-03-16,session,Organic,LATAM
749,2024-03-24,session,Organic,LATAM
749,2024-03-25,session,Organic,LATAM
749,2024-03-28,session,Organic,LATAM
750,2024-02-09,session,Ads,NA
750,2024-02-17,session,Ads,NA
750,2024-02-28,session,Ads,NA
750,2024-03-03,session,Ads,NA
751,2024-02-19,activate,Ads,EU
751,2024-02-25,session,Ads,EU
751,2024-03-01,session,Ads,EU
751,2024-03-02,session,Ads,EU
751,2024-03-04,session,Ads,EU
751,2024-03-06,session,Ads,EU
751,2024-03-07,session,Ads,EU
752,2024-02-17,activate,Ads,LATAM
752,2024-02-17,session,Ads,LATAM
752,2024-02-19,session,Ads,LATAM
752,2024-02-21,session,Ads,LATAM
752,2024-03-02,session,Ads,LATAM
752,2024-03-05,session,Ads,LATAM
752,2024-03-11,session,Ads,LATAM
752,2024-03-13,session,Ads,LATAM
752,2024-03-15,session,Ads,LATAM
752,2024-03-17,session,Ads,LATAM
753,2024-01-24,activate,Organic,NA
753,2024-01-19,session,Organic,NA
753,2024-01-22,session,Organic,NA
753,2024-01-24,session,Organic,NA
753,2024-01-27,session,Organic,NA
753,2024-01-31,session,Organic,NA
753,2024-02-01,session,Organic,NA
753,2024-02-05,session,Organic,NA
753,2024-02-07,session,Organic,NA
754,2024-03-03,activate,Organic,APAC
754,2024-03-04,session,Organic,APAC
754,2024-03-05,session,Organic,APAC
754,2024-03-12,session,Organic,APAC
754,2024-03-23,session,Organic,APAC
754,2024-03-25,session,Organic,APAC
755,2024-02-18,activate,Organic,NA
755,2024-02-21,session,Organic,NA
755,2024-02-23,session,Organic,NA
755,2024-02-25,session,Organic,NA
755,2024-02-27,session,Organic,NA
755,2024-03-09,session,Organic,NA
755,2024-03-14,session,Organic,NA
755,2024-03-16,session,Organic,NA
755,2024-03-17,session,Organic,NA
755,2024-03-18,session,Organic,NA
756,2024-03-16,session,Organic,APAC
756,2024-03-19,session,Organic,APAC
756,2024-03-29,session,Organic,APAC
756,2024-03-30,session,Organic,APAC
756,2024-04-02,session,Organic,APAC
756,2024-04-05,session,Organic,APAC
757,2024-03-08,session,Ads,EU
757,2024-03-11,session,Ads,EU
757,2024-03-19,session,Ads,EU
758,2024-02-22,activate,Referral,NA
758,2024-02-28,session,Referral,NA
758,2024-03-02,session,Referral,NA
758,2024-03-12,session,Referral,NA
758,2024-03-17,session,Referral,NA
759,2024-02-18,session,Ads,LATAM
759,2024-02-22,session,Ads,LATAM
759,2024-02-25,session,Ads,LATAM
759,2024-02-26,session,Ads,LATAM
759,2024-02-27,session,Ads,LATAM
759,2024-02-29,session,Ads,LATAM
759,2024-03-01,session,Ads,LATAM
759,2024-03-10,session,Ads,LATAM
759,2024-03-14,session,Ads,LATAM
759,2024-03-16,session,Ads,LATAM
760,2024-02-15,activate,Ads,EU
760,2024-02-25,session,Ads,EU
760,2024-03-05,session,Ads,EU
761,2024-03-05,activate,Email,NA
761,2024-03-04,session,Email,NA
761,2024-03-14,session,Email,NA
761,2024-03-17,session,Email,NA
761,2024-03-22,session,Email,NA
761,2024-03-28,session,Email,NA
762,2024-04-04,session,Email,EU
762,2024-04-05,session,Email,EU
762,2024-04-06,session,Email,EU
762,2024-04-08,session,Email,EU
762,2024-04-15,session,Email,EU
763,2024-03-05,session,Referral,NA
763,2024-03-14,session,Referral,NA
763,2024-03-18,session,Referral,NA
763,2024-03-22,session,Referral,NA
764,2024-02-13,activate,Ads,EU
764,2024-02-19,session,Ads,EU
764,2024-02-20,session,Ads,EU
764,2024-02-24,session,Ads,EU
764,2024-03-02,session,Ads,EU
764,2024-03-03,session,Ads,EU
764,2024-03-04,session,Ads,EU
764,2024-03-05,session,Ads,EU
765,2024-03-08,session,Referral,EU
765,2024-03-19,session,Referral,EU
765,2024-03-20,session,Referral,EU
765,2024-03-22,session,Referral,EU
765,2024-03-24,session,Referral,EU
765,2024-03-28,session,Referral,EU
765,2024-03-29,session,Referral,EU
766,2024-02-07,activate,Ads,LATAM
766,2024-02-11,session,Ads,LATAM
766,2024-02-20,session,Ads,LATAM
766,2024-03-01,session,Ads,LATAM
767,2024-01-22,activate,Organic,EU
767,2024-01-21,session,Organic,EU
767,2024-01-24,session,Organic,EU
767,2024-01-31,session,Organic,EU
767,2024-02-03,session,Organic,EU
767,2024-02-08,session,Organic,EU
767,2024-02-13,session,Organic,EU
768,2024-03-03,session,Ads,APAC
768,2024-03-12,session,Ads,APAC
768,2024-03-22,session,Ads,APAC
769,2024-03-25,session,Organic,APAC
769,2024-04-02,session,Organic,APAC
769,2024-04-03,session,Organic,APAC
770,2024-03-15,session,Ads,APAC
770,2024-03-18,session,Ads,APAC
770,2024-03-26,session,Ads,APAC
770,2024-04-01,session,Ads,APAC
770,2024-04-02,session,Ads,APAC
770,2024-04-03,session,Ads,APAC
770,2024-04-04,session,Ads,APAC
771,2024-02-24,session,Ads,LATAM
771,2024-02-26,session,Ads,LATAM
771,2024-02-29,session,Ads,LATAM
771,2024-03-12,session,Ads,LATAM
771,2024-03-14,session,Ads,LATAM
771,2024-03-17,session,Ads,LATAM
772,2024-04-02,activate,Ads,EU
772,2024-04-05,session,Ads,EU
772,2024-04-07,session,Ads,EU
772,2024-04-10,session,Ads,EU
772,2024-04-14,session,Ads,EU
772,2024-04-15,session,Ads,EU
772,2024-04-23,session,Ads,EU
773,2024-02-22,session,Ads,APAC
773,2024-02-27,session,Ads,APAC
773,2024-03-01,session,Ads,APAC
773,2024-03-04,session,Ads,APAC
773,2024-03-06,session,Ads,APAC
774,2024-03-01,session,Organic,APAC
774,2024-03-10,session,Organic,APAC
774,2024-03-18,session,Organic,APAC
775,2024-02-20,activate,Organic,APAC
775,2024-02-18,session,Organic,APAC
775,2024-02-20,session,Organic,APAC
775,2024-02-24,session,Organic,APAC
775,2024-02-26,session,Organic,APAC
775,2024-03-03,session,Organic,APAC
775,2024-03-05,session,Organic,APAC
775,2024-03-11,session,Organic,APAC
775,2024-03-14,session,Organic,APAC
775,2024-03-15,session,Organic,APAC
775,2024-03-16,session,Organic,APAC
775,2024-03-18,session,Organic,APAC
776,2024-03-09,session,Ads,NA
776,2024-03-13,session,Ads,NA
776,2024-03-15,session,Ads,NA
776,2024-03-22,session,Ads,NA
776,2024-03-23,session,Ads,NA
776,2024-03-24,session,Ads,NA
776,2024-03-27,session,Ads,NA
777,2024-03-23,activate,Ads,LATAM
777,2024-03-23,session,Ads,LATAM
777,2024-03-25,session,Ads,LATAM
777,2024-04-02,session,Ads,LATAM
777,2024-04-07,session,Ads,LATAM
777,2024-04-10,session,Ads,LATAM
778,2024-03-16,session,Email,EU
778,2024-03-22,session,Email,EU
778,2024-03-27,session,Email,EU
778,2024-04-02,session,Email,EU
778,2024-04-03,session,Email,EU
778,2024-04-07,session,Email,EU
779,2024-01-19,activate,Ads,APAC
779,2024-01-24,session,Ads,APAC
779,2024-01-30,session,Ads,APAC
779,2024-02-16,session,Ads,APAC
780,2024-03-11,session,Ads,LATAM
780,2024-03-12,session,Ads,LATAM
780,2024-03-22,session,Ads,LATAM
780,2024-03-23,session,Ads,LATAM
780,2024-03-24,session,Ads,LATAM
781,2024-02-13,session,Organic,LATAM
781,2024-02-20,session,Organic,LATAM
781,2024-02-21,session,Organic,LATAM
781,2024-02-23,session,Organic,LATAM
781,2024-02-29,session,Organic,LATAM
781,2024-03-03,session,Organic,LATAM
781,2024-03-07,session,Organic,LATAM
781,2024-03-08,session,Organic,LATAM
782,2024-02-07,session,Ads,LATAM
782,2024-02-13,session,Ads,LATAM
782,2024-02-17,session,Ads,LATAM
782,2024-02-20,session,Ads,LATAM
782,2024-02-22,session,Ads,LATAM
782,2024-03-02,session,Ads,LATAM
783,2024-02-13,session,Organic,EU
783,2024-02-14,session,Organic,EU
783,2024-02-26,session,Organic,EU
783,2024-02-28,session,Organic,EU
783,2024-03-01,session,Organic,EU
783,2024-03-07,session,Organic,EU
784,2024-02-24,session,Organic,APAC
784,2024-02-25,session,Organic,APAC
784,2024-03-01,session,Organic,APAC
784,2024-03-03,session,Organic,APAC
784,2024-03-11,session,Organic,APAC
784,2024-03-20,session,Organic,APAC
784,2024-03-21,session,Organic,APAC
784,2024-03-23,session,Organic,APAC
785,2024-02-18,session,Ads,APAC
785,2024-02-20,session,Ads,APAC
785,2024-02-28,session,Ads,APAC
785,2024-03-08,session,Ads,APAC
785,2024-03-09,session,Ads,APAC
785,2024-03-10,session,Ads,APAC
785,2024-03-14,session,Ads,APAC
786,2024-02-14,activate,Ads,APAC
786,2024-02-14,session,Ads,APAC
786,2024-02-26,session,Ads,APAC
786,2024-03-06,session,Ads,APAC
786,2024-03-07,session,Ads,APAC
786,2024-03-08,session,Ads,APAC
786,2024-03-09,session,Ads,APAC
786,2024-03-13,session,Ads,APAC
787,2024-03-04,activate,Referral,LATAM
787,2024-03-05,session,Referral,LATAM
787,2024-03-13,session,Referral,LATAM
787,2024-03-14,session,Referral,LATAM
787,2024-03-19,session,Referral,LATAM
787,2024-03-25,session,Referral,LATAM
787,2024-03-28,session,Referral,LATAM
788,2024-02-03,activate,Ads,LATAM
788,2024-01-31,session,Ads,LATAM
788,2024-02-04,session,Ads,LATAM
788,2024-02-11,session,Ads,LATAM
788,2024-02-19,session,Ads,LATAM
788,2024-02-21,session,Ads,LATAM
788,2024-02-22,session,Ads,LATAM
789,2024-03-26,activate,Ads,NA
789,2024-03-28,session,Ads,NA
789,2024-04-06,session,Ads,NA
789,2024-04-07,session,Ads,NA
789,2024-04-12,session,Ads,NA
789,2024-04-15,session,Ads,NA
789,2024-04-16,session,Ads,NA
789,2024-04-19,session,Ads,NA
789,2024-04-21,session,Ads,NA
790,2024-03-11,activate,Organic,APAC
790,2024-03-06,session,Organic,APAC
790,2024-03-11,session,Organic,APAC
790,2024-03-13,session,Organic,APAC
790,2024-03-24,session,Organic,APAC
790,2024-03-30,session,Organic,APAC
790,2024-03-31,session,Organic,APAC
791,2024-03-18,activate,Organic,EU
791,2024-03-23,session,Organic,EU
791,2024-03-27,session,Organic,EU
791,2024-03-29,session,Organic,EU
791,2024-03-30,session,Organic,EU
791,2024-04-02,session,Organic,EU
791,2024-04-03,session,Organic,EU
791,2024-04-05,session,Organic,EU
791,2024-04-12,session,Organic,EU
791,2024-04-13,session,Organic,EU
792,2024-02-26,session,Ads,APAC
792,2024-03-03,session,Ads,APAC
792,2024-03-08,session,Ads,APAC
792,2024-03-09,session,Ads,APAC
792,2024-03-17,session,Ads,APAC
792,2024-03-18,session,Ads,APAC
792,2024-03-25,session,Ads,APAC
793,2024-02-17,session,Organic,EU
793,2024-02-20,session,Organic,EU
793,2024-02-23,session,Organic,EU
793,2024-03-01,session,Organic,EU
793,2024-03-02,session,Organic,EU
793,2024-03-03,session,Organic,EU
793,2024-03-05,session,Organic,EU
794,2024-02-26,session,Ads,LATAM
794,2024-03-07,session,Ads,LATAM
794,2024-03-09,session,Ads,LATAM
794,2024-03-14,session,Ads,LATAM
795,2024-02-05,session,Organic,LATAM
795,2024-02-17,session,Organic,LATAM
795,2024-02-18,session,Organic,LATAM
795,2024-02-19,session,Organic,LATAM
795,2024-02-20,session,Organic,LATAM
795,2024-02-24,session,Organic,LATAM
795,2024-03-01,session,Organic,LATAM
795,2024-03-03,session,Organic,LATAM
796,2024-02-27,activate,Ads,LATAM
796,2024-02-28,session,Ads,LATAM
796,2024-03-10,session,Ads,LATAM
796,2024-03-14,session,Ads,LATAM
796,2024-03-16,session,Ads,LATAM
796,2024-03-23,session,Ads,LATAM
797,2024-02-12,session,Email,LATAM
797,2024-02-15,session,Email,LATAM
797,2024-03-02,session,Email,LATAM
797,2024-03-03,session,Email,LATAM
797,2024-03-05,session,Email,LATAM
798,2024-04-11,activate,Referral,APAC
798,2024-04-07,session,Referral,APAC
798,2024-04-10,session,Referral,APAC
798,2024-04-14,session,Referral,APAC
798,2024-04-24,session,Referral,APAC
798,2024-04-25,session,Referral,APAC
798,2024-04-28,session,Referral,APAC
798,2024-04-29,session,Referral,APAC
798,2024-05-02,session,Referral,APAC
799,2024-02-14,activate,Ads,NA
799,2024-02-12,session,Ads,NA
799,2024-03-11,session,Ads,NA
799,2024-03-12,session,Ads,NA
800,2024-03-21,activate,Organic,NA
800,2024-03-19,session,Organic,NA
800,2024-03-24,session,Organic,NA
800,2024-03-31,session,Organic,NA
800,2024-04-09,session,Organic,NA
800,2024-04-10,session,Organic,NA
800,2024-04-12,session,Organic,NA
801,2024-02-24,activate,Email,LATAM
801,2024-02-23,session,Email,LATAM
801,2024-02-29,session,Email,LATAM
801,2024-03-04,session,Email,LATAM
801,2024-03-08,session,Email,LATAM
801,2024-03-19,session,Email,LATAM
802,2024-01-16,activate,Ads,NA
802,2024-01-13,session,Ads,NA
802,2024-01-14,session,Ads,NA
802,2024-01-15,session,Ads,NA
802,2024-01-30,session,Ads,NA
802,2024-01-31,session,Ads,NA
802,2024-02-05,session,Ads,NA
803,2024-01-25,activate,Referral,EU
803,2024-02-01,session,Referral,EU
803,2024-02-05,session,Referral,EU
803,2024-02-06,session,Referral,EU
803,2024-02-11,session,Referral,EU
803,2024-02-15,session,Referral,EU
803,2024-02-16,session,Referral,EU
803,2024-02-19,session,Referral,EU
804,2024-04-20,activate,Organic,LATAM
804,2024-04-21,session,Organic,LATAM
804,2024-04-26,session,Organic,LATAM
804,2024-04-28,session,Organic,LATAM
804,2024-04-29,session,Organic,LATAM
804,2024-05-04,session,Organic,LATAM
804,2024-05-05,session,Organic,LATAM
804,2024-05-06,session,Organic,LATAM
804,2024-05-07,session,Organic,LATAM
804,2024-05-08,session,Organic,LATAM
804,2024-05-09,session,Organic,LATAM
804,2024-05-11,session,Organic,LATAM
804,2024-05-13,session,Organic,LATAM
804,2024-05-16,session,Organic,LATAM
805,2024-01-11,activate,Organic,LATAM
805,2024-01-14,session,Organic,LATAM
805,2024-01-15,session,Organic,LATAM
805,2024-01-30,session,Organic,LATAM
805,2024-02-05,session,Organic,LATAM
806,2024-01-30,activate,Ads,NA
806,2024-02-02,session,Ads,NA
806,2024-02-06,session,Ads,NA
806,2024-02-11,session,Ads,NA
806,2024-02-13,session,Ads,NA
806,2024-02-16,session,Ads,NA
806,2024-02-21,session,Ads,NA
807,2024-02-04,activate,Ads,NA
807,2024-01-30,session,Ads,NA
807,2024-02-02,session,Ads,NA
807,2024-02-25,session,Ads,NA
808,2024-03-29,activate,Ads,NA
808,2024-03-30,session,Ads,NA
808,2024-04-02,session,Ads,NA
808,2024-04-06,session,Ads,NA
808,2024-04-10,session,Ads,NA
808,2024-04-13,session,Ads,NA
808,2024-04-18,session,Ads,NA
808,2024-04-21,session,Ads,NA
808,2024-04-23,session,Ads,NA
808,2024-04-26,session,Ads,NA
808,2024-04-27,session,Ads,NA
809,2024-02-18,activate,Ads,APAC
809,2024-02-17,session,Ads,APAC
809,2024-02-18,session,Ads,APAC
809,2024-02-19,session,Ads,APAC
809,2024-02-21,session,Ads,APAC
809,2024-02-25,session,Ads,APAC
809,2024-03-01,session,Ads,APAC
810,2024-02-22,session,Organic,APAC
810,2024-02-24,session,Organic,APAC
810,2024-02-29,session,Organic,APAC
810,2024-03-04,session,Organic,APAC
810,2024-03-05,session,Organic,APAC
810,2024-03-07,session,Organic,APAC
810,2024-03-10,session,Organic,APAC
810,2024-03-14,session,Organic,APAC
811,2024-02-22,activate,Organic,NA
811,2024-02-22,session,Organic,NA
811,2024-02-26,session,Organic,NA
811,2024-03-02,session,Organic,NA
811,2024-03-13,session,Organic,NA
811,2024-03-17,session,Organic,NA
811,2024-03-20,session,Organic,NA
811,2024-03-21,session,Organic,NA
812,2024-03-04,activate,Email,LATAM
812,2024-03-02,session,Email,LATAM
812,2024-03-03,session,Email,LATAM
812,2024-03-04,session,Email,LATAM
812,2024-03-06,session,Email,LATAM
812,2024-03-08,session,Email,LATAM
812,2024-03-09,session,Email,LATAM
812,2024-03-12,session,Email,LATAM
812,2024-03-14,session,Email,LATAM
812,2024-03-17,session,Email,LATAM
812,2024-03-23,session,Email,LATAM
812,2024-03-26,session,Email,LATAM
813,2024-01-28,session,Referral,EU
813,2024-02-02,session,Referral,EU
813,2024-02-03,session,Referral,EU
813,2024-02-06,session,Referral,EU
813,2024-02-11,session,Referral,EU
814,2024-02-13,session,Ads,EU
814,2024-02-17,session,Ads,EU
814,2024-02-22,session,Ads,EU
814,2024-02-24,session,Ads,EU
814,2024-03-01,session,Ads,EU
814,2024-03-08,session,Ads,EU
814,2024-03-09,session,Ads,EU
814,2024-03-10,session,Ads,EU
815,2024-01-21,activate,Email,LATAM
815,2024-01-22,session,Email,LATAM
815,2024-01-26,session,Email,LATAM
815,2024-02-05,session,Email,LATAM
815,2024-02-07,session,Email,LATAM
815,2024-02-10,session,Email,LATAM
815,2024-02-12,session,Email,LATAM
816,2024-02-20,activate,Organic,LATAM
816,2024-02-19,session,Organic,LATAM
816,2024-02-25,session,Organic,LATAM
816,2024-03-01,session,Organic,LATAM
816,2024-03-14,session,Organic,LATAM
817,2024-02-05,session,Referral,NA
817,2024-02-11,session,Referral,NA
817,2024-02-15,session,Referral,NA
817,2024-02-22,session,Referral,NA
817,2024-02-29,session,Referral,NA
818,2024-03-17,session,Referral,LATAM
818,2024-03-27,session,Referral,LATAM
819,2024-04-10,activate,Ads,LATAM
819,2024-04-07,session,Ads,LATAM
819,2024-04-11,session,Ads,LATAM
819,2024-04-14,session,Ads,LATAM
819,2024-04-19,session,Ads,LATAM
819,2024-04-21,session,Ads,LATAM
819,2024-04-28,session,Ads,LATAM
819,2024-05-02,session,Ads,LATAM
820,2024-01-20,activate,Organic,EU
820,2024-01-17,session,Organic,EU
820,2024-01-21,session,Organic,EU
820,2024-01-23,session,Organic,EU
820,2024-01-24,session,Organic,EU
820,2024-01-25,session,Organic,EU
820,2024-01-26,session,Organic,EU
820,2024-01-29,session,Organic,EU
820,2024-02-03,session,Organic,EU
820,2024-02-06,session,Organic,EU
820,2024-02-12,session,Organic,EU
821,2024-03-17,activate,Organic,NA
821,2024-03-31,session,Organic,NA
821,2024-04-06,session,Organic,NA
821,2024-04-08,session,Organic,NA
821,2024-04-09,session,Organic,NA
822,2024-02-22,session,Ads,LATAM
822,2024-02-24,session,Ads,LATAM
822,2024-02-25,session,Ads,LATAM
822,2024-02-29,session,Ads,LATAM
822,2024-03-11,session,Ads,LATAM
822,2024-03-15,session,Ads,LATAM
822,2024-03-17,session,Ads,LATAM
822,2024-03-22,session,Ads,LATAM
823,2024-02-04,activate,Ads,EU
823,2024-02-02,session,Ads,EU
823,2024-02-05,session,Ads,EU
823,2024-02-10,session,Ads,EU
823,2024-02-18,session,Ads,EU
823,2024-02-22,session,Ads,EU
823,2024-02-26,session,Ads,EU
823,2024-02-27,session,Ads,EU
824,2024-03-20,activate,Referral,LATAM
824,2024-03-23,session,Referral,LATAM
824,2024-03-25,session,Referral,LATAM
824,2024-03-30,session,Referral,LATAM
824,2024-04-12,session,Referral,LATAM
824,2024-04-14,session,Referral,LATAM
824,2024-04-18,session,Referral,LATAM
825,2024-03-13,session,Ads,EU
825,2024-03-14,session,Ads,EU
825,2024-03-15,session,Ads,EU
825,2024-03-18,session,Ads,EU
825,2024-03-22,session,Ads,EU
825,2024-03-23,session,Ads,EU
825,2024-03-30,session,Ads,EU
826,2024-02-27,activate,Ads,NA
826,2024-02-27,session,Ads,NA
826,2024-03-01,session,Ads,NA
826,2024-03-10,session,Ads,NA
826,2024-03-14,session,Ads,NA
826,2024-03-16,session,Ads,NA
826,2024-03-17,session,Ads,NA
826,2024-03-19,session,Ads,NA
826,2024-03-21,session,Ads,NA
826,2024-03-22,session,Ads,NA
827,2024-02-10,activate,Referral,LATAM
827,2024-02-09,session,Referral,LATAM
827,2024-02-13,session,Referral,LATAM
827,2024-02-14,session,Referral,LATAM
827,2024-02-26,session,Referral,LATAM
827,2024-03-09,session,Referral,LATAM
828,2024-01-26,session,Ads,APAC
828,2024-02-04,session,Ads,APAC
828,2024-02-11,session,Ads,APAC
828,2024-02-13,session,Ads,APAC
828,2024-02-15,session,Ads,APAC
828,2024-02-18,session,Ads,APAC
829,2024-02-08,activate,Organic,EU
829,2024-02-09,session,Organic,EU
829,2024-02-14,session,Organic,EU
829,2024-02-17,session,Organic,EU
829,2024-02-24,session,Organic,EU
829,2024-02-25,session,Organic,EU
829,2024-02-29,session,Organic,EU
829,2024-03-06,session,Organic,EU
830,2024-02-18,session,Ads,EU
830,2024-02-21,session,Ads,EU
830,2024-02-22,session,Ads,EU
830,2024-02-29,session,Ads,EU
830,2024-03-03,session,Ads,EU
830,2024-03-08,session,Ads,EU
830,2024-03-09,session,Ads,EU
831,2024-02-13,session,Ads,APAC
831,2024-02-17,session,Ads,APAC
831,2024-02-18,session,Ads,APAC
831,2024-02-19,session,Ads,APAC
831,2024-02-23,session,Ads,APAC
831,2024-03-04,session,Ads,APAC
831,2024-03-07,session,Ads,APAC
831,2024-03-09,session,Ads,APAC
831,2024-03-11,session,Ads,APAC
832,2024-02-09,activate,Organic,NA
832,2024-02-10,session,Organic,NA
832,2024-02-11,session,Organic,NA
832,2024-02-14,session,Organic,NA
832,2024-02-18,session,Organic,NA
832,2024-02-28,session,Organic,NA
832,2024-02-29,session,Organic,NA
832,2024-03-02,session,Organic,NA
832,2024-03-06,session,Organic,NA
832,2024-03-07,session,Organic,NA
833,2024-03-04,session,Referral,EU
833,2024-03-20,session,Referral,EU
834,2024-03-05,activate,Ads,EU
834,2024-03-01,session,Ads,EU
834,2024-03-14,session,Ads,EU
834,2024-03-22,session,Ads,EU
834,2024-03-24,session,Ads,EU
834,2024-03-26,session,Ads,EU
834,2024-03-29,session,Ads,EU
835,2024-02-13,activate,Ads,NA
835,2024-02-11,session,Ads,NA
835,2024-02-14,session,Ads,NA
835,2024-02-18,session,Ads,NA
835,2024-02-26,session,Ads,NA
836,2024-03-19,activate,Ads,LATAM
836,2024-03-19,session,Ads,LATAM
836,2024-03-22,session,Ads,LATAM
836,2024-03-27,session,Ads,LATAM
836,2024-03-29,session,Ads,LATAM
836,2024-03-31,session,Ads,LATAM
836,2024-04-03,session,Ads,LATAM
836,2024-04-04,session,Ads,LATAM
836,2024-04-06,session,Ads,LATAM
836,2024-04-09,session,Ads,LATAM
837,2024-03-24,activate,Ads,EU
837,2024-03-21,session,Ads,EU
837,2024-03-22,session,Ads,EU
837,2024-03-23,session,Ads,EU
837,2024-03-25,session,Ads,EU
837,2024-03-26,session,Ads,EU
837,2024-03-30,session,Ads,EU
837,2024-04-04,session,Ads,EU
837,2024-04-05,session,Ads,EU
837,2024-04-08,session,Ads,EU
837,2024-04-09,session,Ads,EU
837,2024-04-11,session,Ads,EU
837,2024-04-12,session,Ads,EU
837,2024-04-15,session,Ads,EU
837,2024-04-17,session,Ads,EU
838,2024-02-21,activate,Organic,NA
838,2024-02-20,session,Organic,NA
838,2024-02-22,session,Organic,NA
838,2024-02-24,session,Organic,NA
838,2024-02-25,session,Organic,NA
838,2024-03-05,session,Organic,NA
839,2024-02-07,activate,Organic,LATAM
839,2024-02-03,session,Organic,LATAM
839,2024-02-04,session,Organic,LATAM
839,2024-02-05,session,Organic,LATAM
839,2024-02-11,session,Organic,LATAM
840,2024-02-03,activate,Referral,LATAM
840,2024-02-10,session,Referral,LATAM
840,2024-02-11,session,Referral,LATAM
840,2024-02-13,session,Referral,LATAM
840,2024-02-15,session,Referral,LATAM
840,2024-02-21,session,Referral,LATAM
840,2024-02-25,session,Referral,LATAM
841,2024-02-14,activate,Ads,NA
841,2024-02-20,session,Ads,NA
841,2024-02-21,session,Ads,NA
841,2024-02-23,session,Ads,NA
841,2024-02-27,session,Ads,NA
841,2024-03-08,session,Ads,NA
841,2024-03-12,session,Ads,NA
841,2024-03-13,session,Ads,NA
842,2024-03-09,session,Referral,NA
842,2024-03-23,session,Referral,NA
842,2024-03-24,session,Referral,NA
842,2024-03-25,session,Referral,NA
842,2024-03-29,session,Referral,NA
842,2024-04-04,session,Referral,NA
842,2024-04-05,session,Referral,NA
842,2024-04-07,session,Referral,NA
843,2024-03-14,activate,Organic,APAC
843,2024-03-17,session,Organic,APAC
843,2024-03-30,session,Organic,APAC
843,2024-04-03,session,Organic,APAC
843,2024-04-05,session,Organic,APAC
843,2024-04-09,session,Organic,APAC
844,2024-03-04,activate,Ads,EU
844,2024-02-27,session,Ads,EU
844,2024-02-28,session,Ads,EU
844,2024-03-07,session,Ads,EU
844,2024-03-08,session,Ads,EU
844,2024-03-12,session,Ads,EU
844,2024-03-26,session,Ads,EU
845,2024-04-13,activate,Organic,NA
845,2024-04-16,session,Organic,NA
845,2024-04-18,session,Organic,NA
845,2024-04-20,session,Organic,NA
845,2024-04-22,session,Organic,NA
845,2024-04-25,session,Organic,NA
845,2024-04-26,session,Organic,NA
845,2024-04-28,session,Organic,NA
845,2024-05-03,session,Organic,NA
845,2024-05-09,session,Organic,NA
846,2024-03-20,session,Ads,LATAM
846,2024-03-21,session,Ads,LATAM
846,2024-03-23,session,Ads,LATAM
846,2024-04-10,session,Ads,LATAM
846,2024-04-14,session,Ads,LATAM
847,2024-01-30,activate,Referral,APAC
847,2024-01-24,session,Referral,APAC
847,2024-01-25,session,Referral,APAC
847,2024-01-28,session,Referral,APAC
847,2024-02-05,session,Referral,APAC
847,2024-02-07,session,Referral,APAC
847,2024-02-11,session,Referral,APAC
847,2024-02-17,session,Referral,APAC
847,2024-02-22,session,Referral,APAC
848,2024-04-06,session,Ads,APAC
848,2024-04-09,session,Ads,APAC
848,2024-04-10,session,Ads,APAC
848,2024-04-13,session,Ads,APAC
848,2024-04-15,session,Ads,APAC
848,2024-04-21,session,Ads,APAC
849,2024-03-19,activate,Organic,NA
849,2024-03-16,session,Organic,NA
849,2024-03-17,session,Organic,NA
849,2024-03-20,session,Organic,NA
849,2024-03-30,session,Organic,NA
849,2024-04-03,session,Organic,NA
850,2024-02-03,session,Ads,APAC
850,2024-02-05,session,Ads,APAC
850,2024-02-12,session,Ads,APAC
850,2024-02-22,session,Ads,APAC
850,2024-02-28,session,Ads,APAC
851,2024-06-20,session,Ads,EU
851,2024-06-23,session,Ads,EU
851,2024-06-28,session,Ads,EU
851,2024-06-29,session,Ads,EU
852,2024-03-12,session,Referral,LATAM
